Age_Group,Gender,Occupation,City_Tier,Income,Monthly_Spending,Monthly_Savings,Budget_Following,Spending_Category,Tracking_Frequency,Food_Order_Frequency,Impulse_Purchase,Subscriptions,Spending_Trigger,Post_Spending_Feeling,Purchase_Decision,Discount_Influence,Financial_Goal,Financial_Awareness,Discipline_Score,App_Usage,App_Drop_Reason,Preferred_Feature,Spending_Combination,Lifestyle,App_Interest
45+,Female,Homemaker,Tier2,100000+,58655,29831,Yes,Food,Occasionally,Weekly,Very often,1,Emotional,Neutral,Instant,Strongly,Managing expenses,Yes,1,Yes,Not useful,Spending prediction,Subscriptions+Entertainment,Minimalist,Yes
18-24,Female,Student,Tier3,Below 20000,13134,1083,Yes,Food,Never,Daily,Never,5,Need-based,Guilty,Plan,Not at all,Debt,No,1,No,Too manual,Saving suggestions,Shopping+Travel,Balanced,No
35-44,Male,Self-employed,Tier1,100000+,77945,13617,No,Shopping,Daily,Weekly,Never,2,Need-based,Neutral,Plan,Not at all,Managing expenses,No,4,No,Not useful,Budget alerts,Shopping+Travel,Minimalist,Yes
25-34,Male,Homemaker,Tier2,Below 20000,15670,1082,Yes,Travel,Occasionally,Weekly,Very often,5,Emotional,Dont notice,Instant,Not at all,Saving,No,1,No,None,Spending prediction,Shopping+Travel,Minimalist,Maybe
18-24,Female,Student,Tier1,100000+,107300,13002,Yes,Entertainment,Occasionally,Weekly,Sometimes,1,Social,Guilty,Instant,Strongly,Saving,Sometimes,3,No,None,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier1,Below 20000,17627,1962,Yes,Food,Daily,Weekly,Rarely,2,Discounts,Neutral,Plan,Moderate,Investing,Yes,1,Yes,None,Expense tracking,Food+Entertainment,Balanced,No
45+,Female,Self-employed,Tier3,50000-100000,31554,17203,No,Bills,Weekly,Daily,Never,5,Social,Guilty,Plan,Not at all,Managing expenses,Sometimes,1,Yes,Too manual,Spending prediction,Food+Entertainment,Balanced,Maybe
25-34,Female,Homemaker,Tier2,Below 20000,12986,546,No,Bills,Weekly,3-4/week,Rarely,3,Emotional,Guilty,Instant,Not at all,Managing expenses,Yes,4,No,Not useful,Expense tracking,Food+Shopping,Balanced,No
35-44,Male,Self-employed,Tier3,100000+,74594,22464,No,Bills,Daily,3-4/week,Sometimes,5,Discounts,Dont notice,Compare,Strongly,Debt,No,2,Yes,Not useful,Budget alerts,Food+Entertainment,Balanced,Yes
45+,Female,Homemaker,Tier3,100000+,113723,22651,Yes,Bills,Never,Rarely,Rarely,2,Need-based,Guilty,Plan,Not at all,Saving,Yes,4,No,Time-consuming,Budget alerts,Food+Shopping,Luxury,Yes
18-24,Female,Student,Tier3,100000+,103337,11739,Yes,Travel,Daily,Weekly,Very often,5,Social,Dont notice,Compare,Moderate,Investing,Yes,1,No,Not useful,Saving suggestions,Subscriptions+Entertainment,Balanced,Yes
45+,Female,Self-employed,Tier1,50000-100000,38192,19144,Yes,Food,Never,Weekly,Never,1,Discounts,Neutral,Compare,Strongly,Saving,No,5,Yes,None,Expense tracking,Subscriptions+Entertainment,Minimalist,Maybe
18-24,Female,Student,Tier1,100000+,113602,16726,Yes,Food,Never,Daily,Never,5,Discounts,Guilty,Plan,Strongly,Investing,Yes,3,Yes,Too manual,Spending prediction,Food+Shopping,Luxury,Maybe
18-24,Male,Self-employed,Tier2,100000+,77129,23769,Yes,Shopping,Never,3-4/week,Never,4,Emotional,Dont notice,Compare,Not at all,Debt,No,1,Yes,None,Expense tracking,Food+Shopping,Minimalist,Yes
45+,Female,Self-employed,Tier3,Below 20000,8327,2002,No,Food,Weekly,Rarely,Never,1,Discounts,Dont notice,Plan,Strongly,Saving,Yes,3,No,Not useful,Budget alerts,Shopping+Travel,Balanced,No
35-44,Male,Student,Tier1,100000+,89797,38780,No,Entertainment,Daily,Weekly,Very often,5,Need-based,Guilty,Plan,Moderate,Investing,Sometimes,1,Yes,Not useful,Budget alerts,Food+Entertainment,Luxury,Yes
18-24,Female,Student,Tier3,20000-50000,35749,7436,Yes,Travel,Occasionally,3-4/week,Never,1,Need-based,Guilty,Compare,Strongly,Debt,Yes,4,Yes,Time-consuming,Saving suggestions,Food+Shopping,Luxury,Yes
25-34,Female,Professional,Tier1,Below 20000,13184,65,No,Entertainment,Daily,Daily,Very often,2,Discounts,Dont notice,Instant,Moderate,Investing,No,1,Yes,None,Expense tracking,Subscriptions+Entertainment,Luxury,Yes
25-34,Male,Professional,Tier2,Below 20000,11236,2399,Yes,Travel,Daily,3-4/week,Very often,1,Emotional,Dont notice,Compare,Not at all,Managing expenses,No,2,Yes,Too manual,Spending prediction,Food+Shopping,Balanced,Yes
18-24,Female,Student,Tier1,50000-100000,49534,10957,No,Travel,Occasionally,Weekly,Sometimes,2,Discounts,Dont notice,Instant,Moderate,Debt,No,1,No,Too manual,Expense tracking,Food+Shopping,Minimalist,Yes
45+,Female,Professional,Tier1,100000+,79403,38545,No,Shopping,Weekly,Weekly,Very often,0,Emotional,Neutral,Plan,Not at all,Debt,No,5,Yes,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,Maybe
18-24,Female,Student,Tier3,20000-50000,25464,3024,Yes,Bills,Daily,Weekly,Rarely,0,Social,Guilty,Instant,Moderate,Managing expenses,Yes,2,No,Not useful,Expense tracking,Subscriptions+Entertainment,Minimalist,No
45+,Female,Student,Tier1,20000-50000,35490,4461,Yes,Travel,Weekly,Weekly,Rarely,3,Discounts,Guilty,Plan,Strongly,Investing,Sometimes,5,No,Time-consuming,Spending prediction,Food+Shopping,Luxury,Yes
35-44,Female,Student,Tier2,100000+,186554,31339,Yes,Bills,Daily,Daily,Sometimes,3,Discounts,Neutral,Plan,Not at all,Saving,Sometimes,4,No,None,Spending prediction,Food+Shopping,Balanced,No
35-44,Male,Professional,Tier2,20000-50000,15638,5946,No,Entertainment,Weekly,Daily,Very often,0,Discounts,Guilty,Instant,Not at all,Investing,Sometimes,3,No,Not useful,Spending prediction,Food+Entertainment,Luxury,Maybe
25-34,Male,Professional,Tier2,20000-50000,18244,6804,No,Shopping,Weekly,Rarely,Very often,1,Discounts,Guilty,Instant,Moderate,Saving,Yes,5,Yes,None,Saving suggestions,Shopping+Travel,Luxury,No
25-34,Male,Homemaker,Tier1,100000+,98046,19083,Yes,Entertainment,Daily,Rarely,Sometimes,4,Need-based,Neutral,Instant,Moderate,Managing expenses,No,4,Yes,Time-consuming,Budget alerts,Food+Entertainment,Minimalist,Maybe
25-34,Male,Self-employed,Tier3,100000+,72538,16267,Yes,Entertainment,Occasionally,3-4/week,Sometimes,4,Need-based,Guilty,Plan,Not at all,Debt,Yes,3,Yes,Too manual,Expense tracking,Food+Shopping,Balanced,Yes
45+,Male,Student,Tier1,100000+,63723,35591,Yes,Travel,Weekly,Daily,Rarely,1,Discounts,Neutral,Plan,Strongly,Debt,No,4,No,Time-consuming,Expense tracking,Shopping+Travel,Luxury,Maybe
25-34,Female,Student,Tier1,50000-100000,55289,9801,No,Bills,Never,Daily,Very often,5,Emotional,Guilty,Instant,Moderate,Investing,No,5,No,Too manual,Spending prediction,Subscriptions+Entertainment,Luxury,Maybe
18-24,Female,Student,Tier3,20000-50000,16133,5227,No,Entertainment,Daily,3-4/week,Very often,0,Need-based,Dont notice,Compare,Moderate,Investing,Yes,4,No,Too manual,Spending prediction,Food+Shopping,Minimalist,Yes
45+,Female,Professional,Tier3,50000-100000,30893,12646,Yes,Shopping,Never,Rarely,Never,2,Discounts,Dont notice,Instant,Moderate,Investing,Sometimes,1,No,Too manual,Expense tracking,Food+Entertainment,Luxury,Maybe
45+,Female,Homemaker,Tier3,50000-100000,44717,5980,No,Entertainment,Occasionally,3-4/week,Very often,4,Need-based,Guilty,Plan,Moderate,Investing,Sometimes,2,Yes,None,Budget alerts,Food+Shopping,Minimalist,Yes
18-24,Male,Student,Tier3,50000-100000,33140,18204,Yes,Travel,Never,Daily,Very often,5,Need-based,Guilty,Compare,Not at all,Investing,Sometimes,2,Yes,Too manual,Spending prediction,Food+Entertainment,Luxury,Yes
35-44,Female,Homemaker,Tier3,50000-100000,46257,11435,No,Food,Daily,Weekly,Never,2,Emotional,Neutral,Plan,Not at all,Managing expenses,Yes,5,No,Too manual,Spending prediction,Food+Shopping,Minimalist,Yes
35-44,Male,Self-employed,Tier3,20000-50000,20970,5505,No,Travel,Daily,Daily,Sometimes,5,Emotional,Guilty,Plan,Strongly,Managing expenses,Yes,1,No,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
18-24,Female,Student,Tier3,Below 20000,10171,843,Yes,Food,Never,Weekly,Very often,3,Discounts,Dont notice,Compare,Strongly,Saving,Sometimes,5,Yes,Not useful,Spending prediction,Food+Shopping,Balanced,Yes
25-34,Male,Homemaker,Tier1,Below 20000,14946,1941,Yes,Entertainment,Daily,3-4/week,Never,3,Emotional,Neutral,Instant,Strongly,Debt,Sometimes,1,No,Time-consuming,Budget alerts,Food+Entertainment,Luxury,Yes
18-24,Female,Student,Tier2,Below 20000,12782,1861,No,Bills,Daily,Daily,Very often,0,Emotional,Dont notice,Plan,Strongly,Debt,Yes,5,No,Time-consuming,Expense tracking,Shopping+Travel,Luxury,Maybe
18-24,Female,Homemaker,Tier1,Below 20000,13570,481,No,Travel,Occasionally,Rarely,Very often,3,Discounts,Neutral,Compare,Strongly,Investing,Yes,3,Yes,Time-consuming,Expense tracking,Food+Shopping,Minimalist,Maybe
45+,Female,Self-employed,Tier3,100000+,88687,32435,Yes,Bills,Daily,Daily,Never,4,Need-based,Dont notice,Plan,Strongly,Debt,Yes,5,Yes,Not useful,Spending prediction,Food+Entertainment,Minimalist,Maybe
45+,Female,Homemaker,Tier3,100000+,83533,21954,No,Travel,Occasionally,Daily,Sometimes,3,Emotional,Neutral,Instant,Not at all,Debt,Yes,2,No,None,Spending prediction,Food+Shopping,Balanced,Maybe
25-34,Male,Student,Tier3,20000-50000,26249,6626,Yes,Food,Never,3-4/week,Never,4,Discounts,Neutral,Plan,Not at all,Managing expenses,Sometimes,1,No,Not useful,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
45+,Male,Student,Tier2,20000-50000,39849,3877,No,Food,Occasionally,3-4/week,Very often,3,Need-based,Neutral,Instant,Not at all,Investing,No,1,No,None,Budget alerts,Food+Shopping,Minimalist,Yes
18-24,Female,Student,Tier3,100000+,108371,24022,Yes,Bills,Never,Weekly,Rarely,2,Discounts,Dont notice,Instant,Moderate,Managing expenses,Sometimes,2,Yes,None,Expense tracking,Food+Shopping,Balanced,Maybe
18-24,Male,Student,Tier1,100000+,63487,22875,No,Bills,Occasionally,Weekly,Rarely,4,Discounts,Dont notice,Compare,Strongly,Saving,No,1,No,None,Budget alerts,Food+Shopping,Minimalist,Maybe
35-44,Female,Homemaker,Tier3,Below 20000,15513,627,No,Travel,Occasionally,Daily,Never,1,Emotional,Neutral,Instant,Strongly,Investing,Yes,4,No,Time-consuming,Spending prediction,Food+Shopping,Minimalist,No
35-44,Female,Self-employed,Tier2,20000-50000,38052,8780,Yes,Entertainment,Never,Rarely,Sometimes,0,Social,Neutral,Instant,Moderate,Investing,Sometimes,2,Yes,Time-consuming,Saving suggestions,Food+Entertainment,Balanced,Maybe
45+,Male,Homemaker,Tier3,100000+,99528,39554,Yes,Travel,Never,Rarely,Sometimes,2,Discounts,Guilty,Compare,Moderate,Investing,No,3,No,Too manual,Expense tracking,Shopping+Travel,Balanced,Yes
25-34,Male,Homemaker,Tier1,100000+,97090,33362,No,Bills,Occasionally,Daily,Very often,2,Emotional,Guilty,Plan,Not at all,Investing,Sometimes,2,No,Not useful,Budget alerts,Shopping+Travel,Minimalist,Yes
35-44,Male,Professional,Tier1,20000-50000,30340,8471,Yes,Food,Weekly,Rarely,Never,1,Social,Neutral,Plan,Strongly,Saving,Yes,1,No,Time-consuming,Budget alerts,Shopping+Travel,Minimalist,Yes
45+,Male,Professional,Tier2,Below 20000,12784,466,Yes,Food,Occasionally,Rarely,Rarely,1,Social,Dont notice,Plan,Moderate,Investing,Sometimes,2,Yes,None,Expense tracking,Food+Shopping,Luxury,Yes
25-34,Male,Homemaker,Tier1,50000-100000,56454,10699,Yes,Shopping,Occasionally,Weekly,Very often,1,Social,Neutral,Instant,Not at all,Debt,Yes,3,Yes,Time-consuming,Saving suggestions,Shopping+Travel,Balanced,Yes
25-34,Female,Homemaker,Tier1,Below 20000,14390,477,Yes,Food,Daily,Weekly,Rarely,3,Discounts,Dont notice,Instant,Strongly,Managing expenses,Sometimes,1,Yes,Time-consuming,Spending prediction,Shopping+Travel,Luxury,Yes
25-34,Female,Homemaker,Tier2,100000+,77849,24374,Yes,Shopping,Never,Weekly,Very often,5,Social,Dont notice,Instant,Not at all,Investing,No,3,Yes,Time-consuming,Budget alerts,Food+Entertainment,Minimalist,Yes
18-24,Male,Student,Tier2,20000-50000,21396,4758,Yes,Food,Occasionally,Daily,Rarely,4,Social,Guilty,Instant,Not at all,Debt,Sometimes,4,No,Too manual,Spending prediction,Shopping+Travel,Minimalist,Yes
25-34,Female,Student,Tier3,Below 20000,10216,1887,Yes,Entertainment,Never,Weekly,Never,3,Discounts,Neutral,Compare,Not at all,Saving,Sometimes,5,Yes,None,Expense tracking,Food+Entertainment,Minimalist,Maybe
35-44,Male,Professional,Tier1,100000+,97955,23631,No,Shopping,Never,Rarely,Sometimes,1,Need-based,Neutral,Plan,Strongly,Debt,Sometimes,5,No,None,Budget alerts,Subscriptions+Entertainment,Minimalist,No
25-34,Female,Self-employed,Tier2,Below 20000,9562,2076,Yes,Shopping,Occasionally,Daily,Very often,5,Need-based,Neutral,Compare,Moderate,Investing,No,4,No,None,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Self-employed,Tier1,20000-50000,22617,5880,Yes,Bills,Weekly,Weekly,Sometimes,1,Discounts,Dont notice,Plan,Moderate,Managing expenses,Sometimes,4,Yes,Too manual,Expense tracking,Shopping+Travel,Balanced,Yes
18-24,Male,Student,Tier3,Below 20000,12595,2757,No,Shopping,Occasionally,Daily,Sometimes,0,Social,Guilty,Plan,Moderate,Saving,Sometimes,1,No,Not useful,Budget alerts,Food+Shopping,Luxury,Yes
35-44,Male,Professional,Tier2,100000+,91366,31028,No,Travel,Occasionally,Rarely,Very often,1,Emotional,Guilty,Instant,Moderate,Saving,No,3,No,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,Maybe
35-44,Female,Self-employed,Tier1,Below 20000,11206,2716,No,Travel,Weekly,Weekly,Rarely,4,Social,Neutral,Compare,Moderate,Managing expenses,No,2,Yes,Too manual,Budget alerts,Shopping+Travel,Minimalist,No
35-44,Female,Homemaker,Tier3,100000+,103248,33741,No,Travel,Occasionally,3-4/week,Very often,3,Emotional,Dont notice,Compare,Strongly,Managing expenses,No,3,No,None,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
25-34,Male,Self-employed,Tier3,Below 20000,16575,2060,Yes,Shopping,Daily,Weekly,Very often,5,Emotional,Dont notice,Plan,Not at all,Investing,Yes,2,Yes,Too manual,Expense tracking,Shopping+Travel,Minimalist,Yes
18-24,Female,Student,Tier1,Below 20000,12108,2451,Yes,Shopping,Never,Weekly,Very often,5,Emotional,Neutral,Plan,Not at all,Debt,No,5,Yes,None,Budget alerts,Food+Shopping,Luxury,Yes
35-44,Female,Student,Tier3,20000-50000,16724,9444,Yes,Food,Daily,3-4/week,Sometimes,3,Emotional,Guilty,Plan,Not at all,Managing expenses,Sometimes,5,No,Time-consuming,Spending prediction,Shopping+Travel,Minimalist,Yes
25-34,Male,Student,Tier2,20000-50000,24251,8795,Yes,Entertainment,Daily,Daily,Sometimes,4,Need-based,Dont notice,Compare,Moderate,Managing expenses,No,2,Yes,Not useful,Budget alerts,Shopping+Travel,Balanced,Maybe
35-44,Female,Homemaker,Tier1,Below 20000,11596,1427,No,Travel,Daily,Daily,Very often,2,Need-based,Dont notice,Instant,Strongly,Managing expenses,Yes,4,No,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Balanced,Yes
18-24,Male,Student,Tier1,20000-50000,24590,8800,No,Shopping,Occasionally,Daily,Very often,0,Discounts,Guilty,Instant,Strongly,Managing expenses,No,5,No,Not useful,Budget alerts,Food+Shopping,Luxury,No
25-34,Male,Homemaker,Tier2,50000-100000,43823,17981,No,Food,Occasionally,Daily,Rarely,3,Need-based,Neutral,Instant,Moderate,Investing,Yes,2,No,Too manual,Spending prediction,Food+Entertainment,Minimalist,Maybe
45+,Male,Professional,Tier1,100000+,106016,25174,Yes,Travel,Occasionally,Weekly,Never,5,Social,Neutral,Plan,Not at all,Investing,Sometimes,1,Yes,None,Budget alerts,Food+Shopping,Minimalist,No
45+,Male,Student,Tier1,100000+,93915,29836,Yes,Shopping,Daily,3-4/week,Very often,1,Emotional,Guilty,Instant,Not at all,Investing,Sometimes,2,Yes,None,Spending prediction,Food+Shopping,Balanced,Yes
45+,Female,Student,Tier2,50000-100000,57924,19407,No,Bills,Weekly,Weekly,Very often,2,Need-based,Neutral,Compare,Moderate,Saving,No,2,Yes,Time-consuming,Budget alerts,Subscriptions+Entertainment,Luxury,Maybe
45+,Female,Homemaker,Tier3,100000+,70316,31596,No,Entertainment,Occasionally,Rarely,Never,4,Discounts,Guilty,Instant,Moderate,Saving,No,3,Yes,None,Saving suggestions,Shopping+Travel,Balanced,Yes
25-34,Female,Self-employed,Tier1,Below 20000,13246,67,No,Entertainment,Occasionally,Weekly,Sometimes,3,Emotional,Guilty,Instant,Moderate,Saving,No,4,Yes,Too manual,Saving suggestions,Food+Shopping,Balanced,No
25-34,Male,Homemaker,Tier1,50000-100000,66834,12144,No,Shopping,Weekly,Daily,Rarely,3,Discounts,Dont notice,Compare,Moderate,Investing,Sometimes,2,Yes,Not useful,Expense tracking,Food+Entertainment,Luxury,Maybe
35-44,Female,Self-employed,Tier3,Below 20000,12237,1784,No,Travel,Daily,Weekly,Rarely,2,Social,Neutral,Compare,Not at all,Managing expenses,Yes,2,No,Time-consuming,Saving suggestions,Food+Entertainment,Minimalist,Yes
25-34,Female,Homemaker,Tier1,Below 20000,14996,1065,No,Entertainment,Occasionally,3-4/week,Very often,0,Emotional,Neutral,Compare,Strongly,Debt,Sometimes,1,No,Too manual,Saving suggestions,Shopping+Travel,Luxury,Yes
25-34,Male,Homemaker,Tier1,50000-100000,31923,6406,No,Travel,Occasionally,Daily,Sometimes,4,Emotional,Dont notice,Instant,Strongly,Managing expenses,Yes,2,No,Too manual,Saving suggestions,Food+Shopping,Minimalist,Yes
25-34,Female,Homemaker,Tier3,Below 20000,15648,2453,No,Entertainment,Weekly,3-4/week,Very often,3,Discounts,Guilty,Instant,Not at all,Investing,Sometimes,5,No,None,Spending prediction,Food+Shopping,Balanced,No
45+,Male,Homemaker,Tier1,50000-100000,38200,5377,No,Food,Never,3-4/week,Sometimes,1,Discounts,Dont notice,Instant,Strongly,Investing,Yes,3,Yes,None,Saving suggestions,Food+Entertainment,Minimalist,Yes
25-34,Male,Professional,Tier2,50000-100000,66579,13626,No,Bills,Weekly,Daily,Never,0,Social,Neutral,Compare,Not at all,Saving,Yes,5,Yes,None,Budget alerts,Food+Entertainment,Minimalist,Yes
35-44,Female,Homemaker,Tier3,Below 20000,15028,1221,No,Travel,Daily,Weekly,Sometimes,4,Need-based,Guilty,Plan,Moderate,Investing,Yes,4,No,Time-consuming,Expense tracking,Food+Entertainment,Minimalist,Maybe
18-24,Male,Student,Tier2,50000-100000,49344,8375,No,Shopping,Never,Weekly,Never,4,Discounts,Guilty,Plan,Not at all,Debt,Sometimes,1,No,Too manual,Spending prediction,Food+Entertainment,Balanced,Maybe
18-24,Female,Professional,Tier1,50000-100000,37506,18482,No,Travel,Occasionally,Daily,Never,4,Social,Dont notice,Compare,Strongly,Debt,Sometimes,1,No,Too manual,Spending prediction,Food+Entertainment,Balanced,Yes
35-44,Male,Student,Tier1,20000-50000,32189,9693,No,Travel,Weekly,Rarely,Never,0,Emotional,Guilty,Instant,Strongly,Investing,Yes,4,No,Not useful,Expense tracking,Food+Entertainment,Minimalist,No
25-34,Male,Homemaker,Tier3,Below 20000,15680,2241,No,Food,Weekly,3-4/week,Rarely,2,Social,Neutral,Instant,Moderate,Debt,No,4,No,Too manual,Budget alerts,Shopping+Travel,Luxury,Maybe
45+,Female,Homemaker,Tier1,100000+,112946,29917,No,Entertainment,Weekly,3-4/week,Sometimes,2,Need-based,Neutral,Plan,Strongly,Debt,Sometimes,4,No,Time-consuming,Spending prediction,Shopping+Travel,Luxury,Maybe
45+,Female,Professional,Tier1,Below 20000,10496,851,Yes,Shopping,Daily,Daily,Sometimes,0,Discounts,Dont notice,Plan,Moderate,Investing,Sometimes,1,No,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
35-44,Male,Student,Tier3,Below 20000,17978,1328,Yes,Shopping,Weekly,Rarely,Never,5,Discounts,Guilty,Plan,Strongly,Investing,Yes,4,No,Not useful,Expense tracking,Subscriptions+Entertainment,Luxury,No
25-34,Male,Professional,Tier3,20000-50000,19564,3231,Yes,Entertainment,Weekly,Daily,Sometimes,4,Need-based,Neutral,Instant,Strongly,Debt,Sometimes,5,No,None,Budget alerts,Food+Shopping,Minimalist,No
35-44,Male,Homemaker,Tier3,50000-100000,43891,16673,No,Shopping,Weekly,Rarely,Sometimes,4,Discounts,Guilty,Compare,Strongly,Saving,Sometimes,1,No,Time-consuming,Budget alerts,Shopping+Travel,Luxury,Yes
18-24,Female,Self-employed,Tier3,50000-100000,36313,5952,Yes,Entertainment,Never,3-4/week,Sometimes,4,Social,Dont notice,Plan,Moderate,Debt,No,5,No,Time-consuming,Budget alerts,Food+Entertainment,Luxury,No
18-24,Female,Student,Tier1,50000-100000,51900,16179,No,Bills,Daily,Daily,Very often,2,Social,Guilty,Instant,Not at all,Debt,Yes,4,Yes,None,Saving suggestions,Subscriptions+Entertainment,Minimalist,Yes
35-44,Female,Student,Tier1,100000+,60693,18037,No,Food,Occasionally,Weekly,Never,1,Emotional,Dont notice,Instant,Strongly,Managing expenses,Sometimes,5,Yes,Too manual,Budget alerts,Subscriptions+Entertainment,Luxury,Yes
35-44,Male,Professional,Tier1,Below 20000,11380,109,Yes,Travel,Weekly,3-4/week,Never,0,Discounts,Guilty,Instant,Moderate,Investing,No,2,Yes,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Balanced,No
25-34,Female,Self-employed,Tier3,100000+,77952,25031,No,Entertainment,Weekly,Rarely,Sometimes,2,Need-based,Neutral,Compare,Moderate,Debt,Sometimes,5,Yes,Too manual,Expense tracking,Shopping+Travel,Luxury,No
25-34,Female,Professional,Tier1,20000-50000,15853,2322,No,Bills,Daily,3-4/week,Sometimes,4,Emotional,Neutral,Compare,Not at all,Investing,Sometimes,1,Yes,Not useful,Saving suggestions,Food+Entertainment,Minimalist,Yes
25-34,Female,Student,Tier1,100000+,94180,12983,Yes,Travel,Weekly,Daily,Never,1,Need-based,Neutral,Plan,Strongly,Saving,Sometimes,5,No,Not useful,Saving suggestions,Food+Shopping,Balanced,Yes
25-34,Female,Student,Tier3,Below 20000,9580,2791,Yes,Shopping,Weekly,Weekly,Rarely,4,Discounts,Neutral,Instant,Strongly,Saving,No,3,No,Not useful,Budget alerts,Shopping+Travel,Luxury,No
